,NU,PU,PM,PS,SS,Attentional,Motor,Nonplanning,discount_logk,auc,std_wtw,auc_delta,alpha,alphaU,tau,gamma,eta
192,24.0,22.0,19.5,12.0,35.5,12.0,18.5,20.5,-4.46987217916603,8.63502047413915,1.7144911361867001,0.45366415218436673,0.0057566732803957495,0.0026721193966010998,9.188351092859886,0.937743472213833,1.145208242597691
193,14.5,14.0,13.5,11.0,24.5,10.5,17.0,21.5,-3.0608089355698525,1.3511359587036291,0.47806464342863353,0.17962866045890258,0.009670381005813751,0.0021021744411488,3.83499091627967,0.985328865591576,0.134140104806315
194,24.0,27.0,22.5,20.5,23.5,16.0,21.0,23.0,-8.289204270871178,7.218866093439065,1.9708947837495217,6.613690060534765,0.0314103273937463,0.0011543551363817,4.844032802833615,0.820239640204689,1.1458082287977112
195,16.5,15.0,14.0,14.0,23.0,12.5,16.5,21.5,-6.146750686596859,7.927891339744397,1.5187162769269602,6.737238478119032,0.04689109187698755,0.00157267958098985,6.62082001246673,0.8334372745753456,1.0481114505505986
196,16.5,14.5,14.5,10.5,30.5,10.5,18.0,20.0,-6.306260615771498,4.183876215848921,1.240190614644796,1.5486099173525087,0.0377867339456741,0.000333373111975,5.653724024237144,0.8254447385097989,0.446196279556917
197,25.5,16.0,19.5,17.0,40.5,10.5,18.5,26.5,-3.673765054801179,2.920249045730868,1.3650901602479752,-0.07334842541844311,0.00726014394704045,0.0009098407205656,3.686559183293375,0.881055712112324,0.4526587084843725
198,12.5,14.0,11.0,13.0,12.0,8.5,15.5,21.0,-5.544792998955083,4.95593793058609,1.5150228149108584,1.9337004469582941,0.00892564828408895,0.0005031298446005,5.16195976520075,0.9009286107575776,0.7946595606815006
199,15.5,16.0,17.5,15.5,22.0,10.0,14.0,26.0,-4.938035139442151,3.0396279210668116,2.9604366541169216,2.9789687116883448,0.151221619806822,0.0744661610074509,3.923788928545945,0.9140099502719514,8.633894947364436
200,13.5,14.0,12.5,11.0,13.0,10.0,14.0,16.5,-2.590927052023999,4.183942375850558,1.9162048008970565,0.6563574366371066,0.0518106309643874,0.0022343457562898,4.25768739823971,0.8893939798352499,0.8252568875556505
201,14.0,16.5,13.5,10.0,33.5,12.0,14.5,17.0,-3.9941879375836367,5.237659697484408,2.469179524780663,2.384084956245305,0.02031953958564635,0.0033703476888925,4.379440655823535,0.8424091795014925,0.9219580387596111
202,22.0,20.0,14.0,15.5,29.0,15.0,19.0,25.5,-6.59744870236865,8.410614326552963,2.7622625025403424,3.6607699216036877,0.01122091892278425,0.0027059979008381,5.591215266606206,0.875913053005952,2.65043579012908
203,18.0,14.5,21.0,15.5,18.0,13.0,20.5,27.0,-6.603643783182881,4.192806101905159,1.9278317082440115,0.4727238137236456,0.0191178008084529,0.0003794295416287,4.1256332913187945,0.9121390120425246,1.870620426044704
204,22.5,16.5,20.5,18.5,33.0,13.5,24.0,29.0,-4.459291159130444,5.047765487614869,2.407371006479333,3.4997239165926315,0.018891385981445852,0.00088114284229055,4.36303265846985,0.8972165000834296,1.062150656200492
205,24.0,28.0,22.0,20.5,30.0,11.5,19.5,27.0,-2.593268459016267,3.670002581853775,1.302313603595221,0.8786887400256933,0.0055979948941329,0.00034834323586345,4.50890107084682,0.902064229494641,0.511936179739361
206,34.0,37.0,28.0,25.5,23.5,20.0,26.5,30.0,-4.920471325279842,5.7347707701078345,2.4244451594837577,1.067368870686416,0.0047624164881061,0.00228374251569865,4.339125793462495,0.8865945685330889,1.1556897412130231
207,16.5,17.5,20.5,15.5,22.0,13.5,17.0,23.5,-4.46987217916603,5.478803173298507,1.4930515243314566,1.689012751224905,0.01005846818808605,0.0023019669983003,6.306171065952965,0.8607353076944215,0.687743149595571
208,12.5,14.0,14.0,12.5,14.5,8.5,14.5,20.0,-6.4517918227813205,8.538154351424366,1.8966328086230024,0.06698029971051422,0.0033511858164768,0.0025805071136506,6.3176352134807505,0.9725952544903205,1.9656909731283585
209,23.5,29.5,22.0,17.5,40.0,17.5,19.0,23.0,-5.544792998955079,4.944392704475522,1.5785450059919475,0.8581472927814977,0.0100705013664847,0.00043073911653745,5.01287881434879,0.887709876291628,0.665031903940132
210,17.0,15.5,15.0,19.5,23.0,13.5,18.5,21.0,-8.135702747735653,7.776632949885179,2.4723077965170246,6.7894286636417025,0.05848436431123045,0.00428115244126685,5.611591657796815,0.8167102238579925,2.9473717129925703
211,30.5,37.5,29.0,23.0,30.0,15.5,26.5,17.5,-1.3921913702857978,7.29891081305062,2.6471172119714232,3.784591558266913,0.03116655855260085,0.0023550246434708997,4.71845796012083,0.8014237870425724,1.188231825011766
212,28.5,32.5,16.5,22.5,21.5,17.0,15.0,23.0,-4.142108064044739,5.061996239105664,2.2215227283704606,-1.0678212588733473,0.00177128625720555,0.00240791284789485,3.979074997555805,0.9261614495121746,0.9918331709827091
213,20.5,15.0,17.5,16.5,16.0,13.5,20.5,22.0,-5.539617180706257,5.911618171827547,1.5987043789658935,3.24753019765342,0.0332400174342828,0.0006625236433205,6.916296681808335,0.8200139721634185,0.606867184010641
214,24.0,29.0,23.0,27.0,26.0,11.5,17.5,31.0,-5.68076745424572,3.703925314684561,1.2911944536390472,1.5414826246844826,0.0251054601158925,0.0004762434856937,4.24605076188905,0.8202740617277375,0.5136064398997651
215,27.0,17.5,11.0,10.0,14.5,11.0,17.0,23.5,-4.305933442049884,11.689650216885807,1.4353917413923327,-0.21078453354864735,0.0070984036719962005,0.038851716553027604,7.61098469575426,0.728224118886559,2.8134247975633047
216,15.0,19.5,15.5,19.0,26.5,12.5,15.5,23.5,-7.3683349133543485,6.969849447605627,2.2661903795145077,3.16580647415796,0.0113286153451389,0.0010373620348566501,5.134296389380205,0.878689747633678,1.20729165742071
217,16.5,16.5,11.5,10.5,33.5,9.0,13.0,18.0,-1.840307295827524,9.537602103221861,3.7661836944824083,1.709190933138144,0.0176345883103605,0.05225717169273635,5.08119886222406,0.7981197704638601,10.57305409702968
218,24.5,28.5,22.0,16.0,22.5,16.5,21.5,22.0,-5.376969616226759,7.402420806825078,2.4368324650795703,5.73746664012716,0.0354148135679295,0.004859869259232301,5.726846215835025,0.8331465540185355,1.0872846601680002
219,12.5,15.0,11.5,11.0,18.5,8.5,16.5,22.5,-3.05307032838241,9.674716081753065,2.064465434408646,1.3306966701802976,0.0041699933629102,0.0044319339727221,5.73937121666054,0.880043504778129,2.2893699282973747
220,24.0,28.5,25.0,21.5,42.0,15.0,24.0,28.0,-3.9912415579653286,4.445563270655422,2.5146194453647936,0.18455236499761063,0.0086150337046694,0.0019104958847877,3.337982341265155,0.8271279283713975,1.111585616060155
221,37.0,44.5,22.5,23.0,37.0,19.0,27.5,25.5,-1.3921913702857978,5.8389777150060835,3.668362261135999,1.8974474716159992,0.01028383592599515,0.00820771459554305,3.8499156694394996,0.9203694250625005,2.726883707449005
222,20.0,19.5,12.0,14.5,32.5,14.5,18.0,23.0,-8.751473627018223,6.005418664791129,1.4628684770611926,2.761009848884667,0.0124736982423833,0.00153056065109745,7.82902697934924,0.936212927512732,0.8551662752836691
223,14.0,14.0,12.0,12.0,21.5,10.0,17.0,22.0,-4.617996065784299,10.304669769977885,1.8252419424836301,0.490697514866163,0.0066246222000695,0.013726270610073199,7.322997537144265,0.9437481851137726,2.289838072584595
224,28.0,24.0,21.0,18.0,17.5,17.0,20.0,22.5,-4.921189283493845,4.4349772196090615,2.3096100246641083,1.0053824887961404,0.0103419791097417,0.00091791731156205,3.666179674646835,0.913883982109593,1.931801736404029
225,23.5,26.5,20.5,24.5,24.5,14.5,21.0,25.5,-4.46987217916603,4.777839067392962,1.962944791073331,3.5714263820078083,0.026397648407136952,0.0007697806478118,4.83001765205805,0.8750394436554455,0.8099242634467435
226,41.0,39.0,18.5,14.5,20.5,18.5,30.5,28.5,-3.5179161267194727,2.2509303109109084,1.156679516452201,0.5792499879024995,0.02391072852129805,0.00042315133098165,3.20208450313365,0.8117684791722335,0.28909614322972454
227,31.0,21.5,20.0,23.0,31.0,20.0,22.0,23.5,-3.3690632440332617,7.391386072589276,2.7145880509783127,4.79248594025539,0.04359799130384595,0.0008865966226547499,5.50800711606949,0.8177203781758735,1.122708383001013
228,26.0,28.5,23.0,22.0,23.5,13.5,19.0,26.5,-4.6313197052810295,2.800463120325639,1.3647507802206253,0.20120507762632456,0.01759753497656695,0.0005717913351931,3.02760753867932,0.8132203300440171,0.4300276886654285
229,23.0,14.0,14.0,14.5,15.0,11.5,19.5,24.5,-2.749593759771378,7.090190454517495,2.9259952404423366,1.8141914867727396,0.0062428055372857495,0.00087520639554135,4.42007986671017,0.9395059925564464,2.724457740557205
230,21.5,21.0,14.0,14.0,35.0,18.5,22.5,26.5,-1.3921913702857978,3.232663986696241,1.4020037944439891,0.7967257887434407,0.00952890300023485,0.00056207690120575,3.615399075172885,0.9057356501514819,0.5727691928676875
231,23.0,28.5,14.0,13.5,37.5,12.5,20.5,19.5,-3.3577721391503275,5.098760035913202,1.1504519894545266,0.09259211682563384,0.00326198280704565,0.0004585458516212,6.224415155336425,0.9291726135083811,0.6851931591444185
232,17.0,17.0,21.0,11.5,37.5,14.0,17.5,15.5,-2.893668902605212,4.820323350491133,2.8288249947490924,4.982711143686814,0.04304769647873605,0.010490046031771501,3.549880552143215,0.8340897405667864,1.356250216229155
233,25.0,17.0,22.5,14.5,38.0,10.5,20.0,25.5,-5.2440019783230305,7.286911006994588,1.4233714840087095,3.294821872746238,0.017625253080501002,0.0006627457267167,7.36636145930684,0.8462386174948375,0.827831108887632
234,14.0,14.0,19.0,12.0,21.5,16.0,20.0,21.5,-3.343876029278867,11.465353194726166,0.9001343258160899,-0.6700005070993909,0.01074180768143485,0.28489008352475975,8.16906937409589,0.875108360291332,6.39315533188146
235,24.0,18.5,17.0,15.0,17.0,15.5,18.0,22.5,-3.520808603128306,10.784408586761824,2.032258061567009,-0.4935526134968704,0.0022252011060474,0.0067894767654524,6.19449634296101,0.8529965371638331,2.725868600466025
236,27.0,28.0,18.5,18.5,29.0,14.0,17.5,23.0,-4.1431657876583365,8.304344114463898,2.276326640918159,-1.9563527978485569,0.00434104745988485,0.0012027593637876,4.541779731386155,0.8019947084449806,2.738074061923365
237,15.5,21.0,12.5,14.0,27.0,10.0,17.0,19.5,-1.3921913702857978,8.610710135026661,2.821918833235757,-0.12571139158531963,0.0022155644834174,0.0035775056279316,4.95497086501943,0.879937523107731,2.1489997256732947
238,13.5,20.0,11.5,12.0,40.0,11.5,23.5,17.5,-4.46987217916603,7.1162897684120665,3.097255233651783,2.2517590885200938,0.0118182476144949,0.0009763106445015,4.122464202009215,0.8442299226045805,2.742563676195135
239,36.0,43.5,22.0,21.5,36.0,19.5,29.0,21.0,,10.259442549954047,2.4408459768542983,1.4663757083669644,0.0140958947100901,0.0027558973895675,6.796686481700615,0.8290167384693915,1.381469479637095
240,22.5,18.0,22.5,11.5,37.0,12.0,20.0,28.5,-3.836876217396921,3.8259982695116896,1.0202361662044188,1.2386943588390864,0.0188103859405815,0.0012047690143949501,5.098870572110879,0.8255924813515425,0.439333394251205
241,26.5,23.5,18.5,18.0,17.5,14.5,20.0,24.5,-3.2510818131420276,7.569565876112011,2.078342168864288,0.8202242866736991,0.0030571911753805997,0.0010002854235518,5.89463959000798,0.953358910224622,1.4812215577449201
242,24.0,26.5,22.0,19.0,31.0,15.0,18.0,22.5,-3.524265734075878,3.857723251264391,1.9617930074194077,0.42716307537245246,0.050328989878255646,0.0010845285964838,4.022511928786505,0.904200356538995,0.989218065934276
243,22.0,18.0,20.0,18.5,23.5,11.0,20.5,20.5,-4.78467742236159,4.8427380947183565,1.5183417895857227,1.8172911161060483,0.0081134708041325,0.0008296883290165,5.9528038985404095,0.930443363165272,0.762998567405234
244,27.5,24.0,14.5,21.0,15.0,19.0,14.5,18.5,-2.6753034860796605,4.552804917351178,1.9784430503364232,1.3895332669122231,0.0046341193423417,0.0007653672056479001,4.035122015184864,0.915428826183427,0.929338082630018
245,35.0,16.0,19.5,13.0,29.0,12.0,23.0,25.5,-2.893668902605212,3.9539548115085776,1.3201624755578,1.0434049091414972,0.026872418728871604,0.00093396367118,5.159829849003545,0.8063708222063205,0.5019147045097551
246,19.5,16.0,11.5,23.5,21.5,14.0,22.0,25.5,-5.077378633959199,4.80868894188262,1.3777684192209527,0.7130250919504391,0.0043738771266504,0.001044811522674,7.79231699034564,0.967481152524909,0.542313482216726
247,12.0,16.0,15.0,10.0,35.5,10.5,18.0,17.0,-3.2033320999641566,10.41891500136515,2.620386137399216,-0.719805024742227,0.0025259676018113,0.0061923020674407,5.506443829170305,0.9430515313079355,4.63175308463528
248,25.5,24.0,19.0,17.5,17.0,14.5,22.0,23.5,-3.2219601379788907,10.547048224473738,1.7613057545827873,1.6990082136533546,0.010752544618236149,0.0027581664946032002,6.899657501156035,0.9170579121430384,4.1775139857788695
249,24.0,27.5,18.5,12.0,19.5,15.0,17.0,21.5,-5.378953157442842,11.320900578299725,1.847302407786441,0.6980535372780965,0.0056976316530490505,0.0464728349350557,8.293466228294704,0.954898162500029,5.3092906834621
250,31.5,21.5,25.5,12.5,29.5,14.5,25.5,25.0,-4.460748334721284,6.7701298030689205,2.9318012167167926,2.797588147182181,0.021851114857574152,0.0012658415229051,4.518700564158115,0.871690973140996,4.084470092485665
251,12.5,14.5,12.5,21.0,22.0,12.0,16.5,22.5,-3.054925196733271,10.075235944757964,1.8967477646508233,0.7888751153223739,0.0022502836664320502,0.00336939455701405,5.83397975787095,0.871008990820151,2.28179040201682
252,23.5,15.5,18.0,13.0,27.5,14.0,18.0,19.5,-7.369773457528172,5.810920591523415,3.2742906811729857,2.163638467442893,0.0158452866021922,0.00352509162315915,3.720823269893515,0.810919047480135,1.87842853654872
253,31.5,15.5,19.0,25.0,20.5,14.5,19.5,31.5,-5.388725410621527,7.312134106948336,1.6978240891074257,-0.04755637412482683,0.0049772359636209,0.0021975873924639498,10.007858958292635,0.9942093300244614,1.1341510368784131
254,15.0,15.0,14.0,13.0,32.0,8.0,20.0,24.5,-6.1477877740598625,6.930653059734167,2.7146340891410894,4.1745414260883695,0.019030519945062052,0.00088060778796895,4.5492049574000095,0.811872072337553,1.3962871722037602
255,27.0,15.0,26.5,17.0,21.0,15.0,21.5,24.5,-3.6810272893152156,11.331062310606061,0.9583326890736026,1.2140087121212115,0.0161901005394799,0.00501655968229565,11.10701870657715,0.8057818805078965,1.164548458221415
256,28.5,15.5,19.0,32.0,14.0,14.5,21.5,26.0,-4.62322989624659,9.786063577335037,1.4471469084498447,0.9912864869767928,0.00740041234288835,0.0021034019408169,9.851719100682004,0.8885741772839295,1.234529582228767
257,32.5,34.0,18.5,25.0,23.5,15.0,19.5,23.5,-5.539617180706257,5.7098029555668806,1.2058189201575042,0.23729556277529618,0.00256580479688855,0.0006636627446635,6.167284870650445,0.9492776316016676,0.7930426098045905
258,14.0,16.0,14.0,12.0,33.0,11.0,18.0,21.0,-4.784987207679004,8.446089467911488,1.085010487750432,1.6122380125052909,0.022372002118652097,0.0065896799647694,9.30738647222441,0.8224084955468545,1.0057895224240736
259,18.5,14.0,11.0,20.0,17.0,25.0,13.0,17.0,-8.751473627018223,7.166406490802034,1.662522891083782,2.263645181843586,0.01226770658532015,0.0018402579492065,6.94575790057983,0.849859341133154,0.8610474227350886
260,13.5,16.5,12.5,14.5,39.0,12.0,20.5,20.0,-4.30842465305103,6.518467740938029,2.6132954826166284,5.75142824651947,0.0173385502859038,0.0045722746257936,4.460983196223265,0.885141342345392,1.980270960485195
261,35.5,37.0,25.0,19.5,30.0,15.0,32.0,30.0,-5.697457056669238,9.851222685010864,2.056497852540338,1.0941471675447083,0.0090687020387333,0.0027101978891956,8.19755654395734,0.91312457775538,1.351456827847175
262,19.0,28.0,16.0,14.0,40.5,13.0,24.5,18.0,-2.75992549881472,4.147163507130223,2.136123753906316,2.233426163787996,0.0129625284499138,0.00180488234706245,3.87125489029326,0.8893595864152355,1.1595696383914191
263,22.0,14.0,17.0,18.5,16.0,14.0,15.0,26.5,-5.542720523234501,5.354313862468681,1.983267580756659,0.6747941099877299,0.00824276227311665,0.00046916082829929996,4.49705747631293,0.896751095997151,1.3961726338137757
264,23.5,16.0,13.5,22.0,14.5,18.5,16.0,25.5,-3.0475578705002144,3.3490743427995726,1.0973406884170636,1.5070973413186899,0.028234733277357052,0.000288448254337,3.78206981511066,0.7801650371772115,0.4187013368365925
265,21.5,24.0,11.0,12.0,24.5,16.0,14.0,19.5,-7.981565513194658,5.378241550000487,1.6889160046518144,-1.3898427716713448,0.00598237927167125,0.0009332693786225,4.20230016653881,0.9313376494939255,1.3298192217072948
266,14.5,14.0,13.5,11.0,12.0,12.0,17.5,24.5,-5.239135945391617,10.089442780050314,1.741719379194466,0.8412580201462898,0.0071754266639048,0.00298989510228385,6.5078904833515,0.9584493844010296,3.92603230094482
267,19.0,16.5,13.0,13.0,34.5,10.0,17.5,22.5,-5.684141660914635,3.993414886054409,1.798075230282325,-0.20907576298050157,0.0051653699279615006,0.0020055361768453,4.302242984408714,0.9720878639224444,0.8962575668493029
268,37.0,35.5,14.5,24.0,29.5,19.5,24.5,29.5,-3.5148800991798796,5.081502117377688,1.9172140703037357,3.0543306021613974,0.036357554988252404,0.00055582902158785,4.67456250183433,0.805676163694379,0.6437340762562676
269,47.5,15.5,20.0,35.5,16.0,18.0,22.5,32.5,-5.699868067751227,4.575856545457032,1.9682547236011723,1.3357225043503962,0.00407186514678045,0.0007144152400120501,4.13374406545964,0.9574025610482295,1.031108992702092
270,21.5,16.0,13.0,10.5,26.0,14.0,17.0,22.5,-6.905832289907922,7.412458069080939,2.8238899598162828,5.014746306503992,0.028296937639709897,0.0009700330876203,5.38395032329751,0.8330992831552471,1.199240477171435
271,41.0,31.5,23.5,13.5,19.5,13.5,23.0,28.5,-5.846952185502205,8.684015850395781,2.3619164253427543,4.025817684616802,0.0161027886325938,0.0029106930477592503,6.2633405384542655,0.8624642061730615,1.3163862667355999
272,37.5,50.0,17.5,23.0,14.0,18.0,21.0,32.0,-2.290043615268867,5.788657963546566,2.3815987674010763,5.476159762370506,0.0250252403262805,0.0011217738324267,4.640265277787655,0.8672357533111494,1.1659075742300549
273,18.5,16.5,16.5,25.0,27.5,14.5,19.0,24.0,-7.520067010597289,6.121070081346949,2.983502334788673,5.02642626947433,0.0319816704997763,0.00560185739008085,4.316565724394691,0.8441073318033441,1.45242423269925
274,13.0,14.0,12.5,15.5,17.5,10.5,21.0,21.5,-7.058747120816154,9.70737556758202,1.779084952862866,-0.12654657360833577,0.0043885603678873,0.0042278579852841995,7.037053544382324,0.8811529148641954,1.595668415230515
275,22.0,16.0,19.0,13.5,32.5,10.5,18.0,22.5,-3.3676238488480816,3.4623652286560223,1.1399301197603442,1.2039394421909704,0.017153770906348002,0.0003075457876624,5.32822151025103,0.8860745574007625,0.503835576786045
276,19.5,15.5,20.0,13.5,26.0,12.0,19.5,21.5,-7.5212497442625805,3.735516096570149,1.3307214290689537,2.0519752137322227,0.02121426551041795,0.0006090023213971,4.789884973882075,0.8759950572612105,0.6117736210915465
277,22.5,14.5,17.5,30.0,12.5,14.5,17.5,30.5,-6.29526019564361,6.1099439791052506,1.6735901638215718,2.2757602958728382,0.0386338021550961,0.0012966889686678,6.55418677425133,0.8158145943466755,0.6633203947188315
278,15.0,15.0,19.0,11.0,29.0,11.0,21.0,24.5,-5.998259002447702,7.288791205669922,1.882455796217556,1.4867195104925686,0.00652108646007095,0.0011496019681384501,5.901712877841044,0.7868382227552391,0.925992714009256
279,41.0,36.0,27.0,21.0,42.0,18.5,27.0,26.0,-3.6765076742623233,8.58196416478932,2.9188846279001703,4.2635510996829975,0.01193320376523845,0.0029713931193439498,4.41042852835671,0.8334062993152436,4.73563396987496
280,16.5,14.0,15.0,15.0,26.5,10.0,20.5,19.5,-1.3921913702857978,7.283220371674341,3.8730911734850233,4.425407990866358,0.0037589252736992,0.06674141157635055,4.20101867731986,0.9090405486642286,9.888984306868004
281,13.0,14.5,12.5,18.0,32.5,9.0,23.0,27.5,-5.238826160074204,3.8671298101329326,1.5237427310215566,0.4172813137728497,0.00507541944266775,0.00044567896412735003,4.055005607790925,0.9335702254906391,0.682695054412212
282,16.0,14.0,11.0,17.0,24.5,13.5,22.0,22.0,-5.090334475925053,10.268372878841769,1.0691601174580954,0.7634814057780019,0.011922288654786749,0.0018728718301948,11.807532763725401,0.8898512864999305,1.0629717523906894
283,20.5,14.5,17.5,13.0,29.5,21.0,19.5,22.0,-6.44376970469036,4.7967909909700355,2.2255151066103074,1.9132751740315233,0.007616217787774901,0.00063700174837155,4.0224958755757605,0.877659851799752,1.18731364928249
284,24.5,17.0,21.5,22.5,31.5,15.0,18.0,28.0,-2.901522767479676,7.490750209042129,1.9580416994433025,-2.165394716558228,0.00054826473806115,0.00238060294405295,5.490906846471555,0.8458851423864451,1.1158516050010985
285,35.5,31.5,24.0,24.0,32.0,16.5,22.0,24.0,-4.928886949810051,9.11670831235476,1.7562990723343823,1.1933921886192937,0.00495409026414465,0.0010000746819681001,7.497408027629071,0.8058018493906935,1.4386131326426745
286,22.0,15.5,20.5,11.5,13.0,12.0,22.5,27.0,-2.141190732582656,7.4821678399794305,3.0082601300405325,2.4645807527981956,0.0054527176361034504,0.00128147764230365,4.11735011890134,0.8394933284317675,2.90215317740396
287,16.0,15.0,13.0,10.5,30.0,10.5,18.5,18.5,-2.7498521051277915,6.2343849660882,1.6020011650184989,4.278775159678263,0.03357834861902015,0.00075757250922475,5.687479964847385,0.8189627941815094,0.7311628714383831
288,22.0,14.0,11.5,12.5,24.5,16.0,16.0,27.5,-1.6926068940550478,7.460439299124568,2.451586548914153,1.666677029536407,0.0034453513809016,0.00174463698170025,5.91847809010628,0.941170840295289,1.38652560848328
