,NU,PU,PM,PS,SS,Attentional,Motor,Nonplanning,discount_logk,auc,std_wtw,auc_delta,alpha,alphaU,tau,gamma,eta
289,14.5,14.5,14.0,10.5,24.5,12.5,16.0,20.0,-6.146750686596859,6.825275724417987,3.527077341866275,0.8796934040297608,0.005039030023342101,0.0039029796424114504,3.7300063392136646,0.7899540833580645,2.150065239244375
290,19.0,16.0,11.0,23.5,18.0,17.0,15.5,23.5,-6.146750686596859,5.969161726990674,1.6160778791267534,1.9266135491966123,0.005371450306165,0.00077008318884835,5.1393447650620505,0.832040004279062,0.9318402034301665
291,27.0,19.5,17.0,19.0,31.5,11.5,16.5,21.0,-7.10469731240075,5.130186299824386,2.11771420363875,3.017888555088602,0.0099220509334648,0.0006082291569108,4.83875118833631,0.9407681812900586,1.19764591376259
292,17.0,14.0,14.5,12.0,20.5,14.0,16.0,20.5,-2.590927052023999,7.6723536413528395,3.006415156909604,4.233387203055958,0.0241015296116011,0.0037132723571171498,5.150880111850485,0.8271156081962214,1.2596542005784954
293,31.0,24.0,16.0,18.0,29.5,13.0,22.0,25.5,-4.141563247506296,4.342182328118765,1.020391524319674,-1.0053938270792417,0.0012422840332775998,0.0019810221684255,8.703979942636366,0.9742237349728815,0.577284481808534
294,15.5,16.5,26.5,23.5,26.5,16.0,23.5,26.5,-4.299864677371841,10.12655710874968,2.3901058142048908,1.3381784964427847,0.0048954469421502,0.00521805357442075,6.239130775464885,0.831775989096563,1.8670394012537548
295,15.5,16.5,16.0,11.5,21.0,12.0,15.0,20.0,-6.752153292229629,7.742607402441285,2.6750433400523668,3.6607000311295037,0.01759302880638745,0.00220955849829045,5.50532118672061,0.8240044095465164,1.143419165527146
296,15.5,16.0,18.5,17.5,24.0,11.0,18.0,24.5,-4.771721580395738,10.352577270523788,1.9062913090292222,0.29395348935416976,0.0039698853634542,0.0025109234160914,7.76967473515408,0.849375777673682,1.32819285344081
297,21.0,16.0,19.0,25.5,22.5,15.0,30.0,34.5,-4.6313197052810295,8.124954769645107,2.062964209121147,2.9646432494271506,0.0077317486105547995,0.001258046841132,5.075867611414105,0.875339847843432,1.82094376177915
298,16.0,15.0,13.0,13.5,16.0,10.0,17.5,20.5,-4.931742928382198,5.715365413091945,1.8264871453900324,1.005861475227824,0.0053866215357501,0.0015751684505143,5.592220672618685,0.937136752023328,0.898670072022695
299,20.5,29.5,14.5,26.0,16.5,14.5,16.5,20.0,-4.938035139442151,7.554754339438107,1.8576244141813814,2.5358684010984365,0.0078168790234836,0.00562632328355425,7.54746497551856,0.9238625281065176,1.0645644154492
300,26.5,26.0,14.0,24.5,19.5,25.5,17.5,25.0,-3.365510746337769,7.777597341762195,2.717880744672405,5.246926337961135,0.0244611964061596,0.00651542462408845,5.6052286333076395,0.8664821041304875,1.5366846720226301
301,17.5,16.0,12.5,24.5,16.0,17.0,16.5,30.0,-3.5179161267194727,5.142172178019152,0.9792475574024027,1.7640071515488556,0.0123267016587221,0.00078953094405815,7.074307334057785,0.8306488209834311,0.582177742706342
302,15.5,18.5,17.5,12.0,29.5,12.5,22.0,22.5,-5.843183933651558,5.2681984376641235,1.6614691044513017,0.5471588369350466,0.0025963798232235,0.001207877233665,5.4983732776398,0.8991207791023785,0.7743157689049815
303,14.0,14.5,15.0,13.0,15.0,10.5,13.5,22.0,-5.090334475925053,5.229280388902847,2.1535456828355386,2.5384035387575814,0.0041911774454778,0.00406061570411005,4.685891169223066,0.9054534975056945,5.718066235469472
304,34.5,22.0,21.5,21.5,30.0,16.0,20.0,35.0,-3.9871979069378884,8.816028034959675,1.9227427802486476,-0.7077503816935504,0.0011009413086044998,0.00216291129861455,6.30786540321852,0.851496828915846,1.697376338659031
305,20.5,18.5,15.5,13.0,21.5,9.5,17.0,20.5,-6.602639662333813,4.513384847049878,1.2236934897344889,0.8254139805841696,0.0131340972939288,0.0009604120647405,6.151030345690595,0.907913049349951,0.5561886891637264
306,13.0,15.5,17.5,10.5,28.5,9.5,20.0,20.5,-6.29886549659277,4.748302957361,1.6331538248878257,-1.703288193465133,0.0010323536084929,0.0018153105116067501,4.361593918499045,0.9517488564589061,0.7427978546727845
307,16.0,15.0,15.0,10.0,36.5,9.5,14.5,16.5,-4.767439423695054,7.790105362507113,1.6106830086569217,-0.24051684255334127,0.0051956498273501,0.0009532875368819501,7.362544964451985,0.8673930445077735,0.9237337053189161
308,13.5,15.5,17.5,11.5,33.0,8.0,18.5,21.0,-5.227277884506526,6.511095213853143,1.163346940701441,2.5367786937344117,0.011994665769621701,0.00089097687562015,10.34738394167707,0.8943360827066256,0.783502445232614
309,27.5,28.0,16.0,14.0,21.0,17.0,21.0,25.0,-7.3683349133543485,6.473202769752282,2.9189206597199417,1.0856599696342313,0.0047741025180531,0.0026569541418466998,4.71562453429765,0.964026825225787,1.8634495870281502
310,19.0,15.5,12.5,16.0,15.5,11.5,15.5,27.0,-6.912027370722191,9.245773336561276,2.722899397306129,0.03690606555677567,0.00537889214790925,0.0019393611017020501,5.420123266714505,0.887074976538395,3.37330317762092
311,29.5,16.5,12.5,30.5,18.5,18.5,18.0,20.5,-5.688316392889089,5.49033317494989,3.007684778187118,6.8947404931935194,0.055861215262653946,0.0051210563825877,4.223044339588689,0.876547206391751,2.3131296883686803
312,12.0,15.5,19.5,10.0,45.5,8.0,15.0,14.0,-6.151556025910514,3.9727397849039163,2.3569690070799507,3.8566022169087457,0.242270121546187,0.02046583536969325,3.587308889303345,0.8309665028195825,1.6820368581637615
313,33.0,29.5,16.5,19.0,25.5,15.5,21.0,30.5,-6.146750686596859,5.452317608299149,1.9597163610013997,3.578016272974608,0.0244004508019124,0.00153916194745695,5.002548963377015,0.866287928639487,0.7913674488589886
314,13.5,14.0,12.5,10.0,30.0,9.0,18.5,15.0,-4.933054414284934,9.123454563603444,2.321474563589493,1.036052578896717,0.0063178200995287,0.0018682435924908002,5.97212014607309,0.8846817246977285,1.504694362131825
315,40.5,21.5,13.0,19.5,13.5,17.5,18.0,26.5,-3.837505732393935,7.147147610911135,2.284671819859662,3.9177153011704293,0.00884968420082175,0.0006959145677152,5.9720280635730045,0.930109716081416,1.41876123845058
316,14.5,23.5,22.5,14.5,39.0,8.0,17.5,16.0,-7.98180373094293,7.754324074446291,2.702303126978649,2.9769725057889747,0.0017635949293334,0.0006943960155763,3.81333551440571,0.818318755707364,2.41512231069571
317,23.0,16.0,15.5,12.5,21.0,12.5,14.5,22.5,-3.523551222589451,6.760893563562624,2.19801428292814,5.1273081125042665,0.03593961486949355,0.00062832354802815,5.794905486822765,0.8239768829425216,0.847442498077173
318,32.0,20.0,32.5,20.5,17.5,23.0,25.5,34.5,-4.152575724969324,4.571187534827076,1.7741457014013708,0.9061885612441034,0.0147078815773846,0.00146615392798265,4.08233958243464,0.898920514099101,0.9480020272569745
319,19.0,19.5,14.5,14.0,34.5,13.0,20.0,20.5,-7.060536879768903,5.17156662978975,2.580961431563642,3.380623034834623,0.02805542425445945,0.00082634627496205,4.015111924933731,0.8562116138139766,1.504956642380995
320,12.0,14.0,12.0,11.0,23.5,9.5,16.0,14.5,-2.442074169337788,11.6601026733255,1.7972949647667948,0.14729465334900027,0.02830803531577565,0.368519100549823,10.395941584299106,0.7597027292572525,9.72309370951229
321,38.5,34.0,16.0,30.0,20.5,13.0,22.5,32.0,-3.8323566023440296,7.791588886598962,1.4068425429199993,0.11415775123797944,0.0026823928727556,0.0143019833450939,9.903830302390865,0.956574802556404,0.993017183930639
322,23.5,20.0,21.0,19.5,19.5,13.0,20.5,27.5,-5.244311763640445,8.705475244668378,2.0813781359049615,0.8302536445410151,0.0048413353389246995,0.0027187366236442,6.32730642614833,0.8629765356273835,1.336055488750175
323,28.0,16.5,11.5,31.5,13.0,16.0,16.0,26.0,-8.751473627018223,4.8316124319697025,1.2771358258415475,1.6635916415224974,0.01812729749192365,0.0006739263699728499,5.715735331968805,0.8372024420671036,0.6029135787832121
324,22.5,15.0,16.5,18.0,16.0,13.5,15.5,23.0,-4.926083551595788,7.780432469063394,2.432673340740319,1.834297157784781,0.005353231176646401,0.00311362177181395,5.620945588916236,0.834037831283819,1.22518431313269
325,15.5,15.0,13.0,11.0,18.0,10.0,16.0,16.5,-6.603643783182881,4.463015178011801,1.6405794468295465,1.9009943928062827,0.015543907569573499,0.0003266228697458,4.454876200184355,0.855355356786519,0.7382195820166244
326,21.0,27.5,12.5,21.5,27.0,18.0,17.0,21.0,-3.5179161267194727,4.646337252796684,3.600120239280934,5.196801375473954,0.0626372026114064,0.00554184972441675,3.708582114404755,0.8596327979652014,3.77939566989214
327,14.5,19.5,18.5,17.5,26.5,11.5,13.5,21.5,-6.912247389836587,8.796097399895018,2.4277857051424285,4.194055846233302,0.016925197088665002,0.00201911270265125,5.347889330461944,0.858227567572566,2.193634533877745
328,38.5,33.5,15.0,12.0,24.0,17.0,25.0,22.0,-6.29526019564361,6.466465588411905,1.1058582681382352,0.6614318158383008,0.0042277484621025,0.0006174797633065,9.168020210258689,0.901930005051176,0.7817493092274765
329,27.0,20.0,11.5,16.0,15.5,13.0,23.5,28.0,-7.982569534062885,5.352922878982893,2.2520594332475468,4.134898233601501,0.03815810707549915,0.00904319935569375,4.6366418576893,0.8220638118690395,0.8438147397796549
330,19.0,15.5,24.0,14.0,28.5,12.0,19.5,20.5,-7.367350727469858,4.146982299190224,1.9779852530813997,3.2222866921253637,0.0260456768091478,0.00066152173441085,4.625785357186325,0.911546523782033,0.7204680025893075
331,12.5,14.0,13.0,11.0,19.0,9.0,15.0,15.0,-5.994973041982593,4.812550901256096,0.9261781115040859,-0.26332849073504994,0.00358105839731365,0.00017881851801795,7.702971962010575,0.7517007074807971,0.492855558699323
332,20.5,14.0,13.0,18.5,15.5,11.0,18.5,22.0,-6.449964785504588,4.764494279964382,1.1139325539386138,0.40183938800467844,0.00283179471870735,0.00045850315593925,7.283806558681305,0.8656304379302745,0.5717767346997065
333,14.0,14.5,20.0,12.5,16.5,9.5,15.5,19.0,-6.003075837041717,6.899844372817473,2.5236590758746322,3.1424797377846816,0.02260193401096005,0.0021182993182454497,5.0360747400196395,0.9117454999081795,2.0268210475408552
334,29.5,16.0,16.0,21.0,15.0,20.0,18.0,20.5,-4.30842465305103,9.140788947122285,1.4886029862274488,0.2107043056503617,0.00534973942918495,0.00290692414937735,8.884077999478224,0.84852428769173,1.038581534507715
335,29.0,22.0,18.0,16.5,36.0,14.5,23.0,22.5,-5.998741293833245,6.522516412965234,1.9653363038179767,0.43890343765381346,0.0058399241652643,0.0014988601580459499,5.84109717436289,0.75471531170874,0.8533531167528046
336,22.0,15.5,11.0,11.0,18.5,12.5,17.0,22.5,-5.391125496557105,10.142319718289574,1.7795751357793965,2.641115802021058,0.01251973628418915,0.0026131703893359,7.4342923674483,0.8985845147618245,1.965206754520505
337,24.0,18.5,15.0,27.0,28.5,14.5,15.0,19.5,-6.456159866318824,4.08888672985351,0.5856887214141084,0.3887054097859006,0.0061502661304082,0.0015749461736731,10.055978532280275,0.847123970909086,0.37599089856094203
338,21.5,15.5,20.0,19.5,28.5,10.5,19.5,30.5,-5.846952185502205,6.915531254498481,1.3273094244141639,1.9069954154359725,0.00851771569164875,0.0011202359020074,7.435358746504365,0.7930613904769745,0.745857369189369
339,19.0,19.5,12.0,14.0,16.5,14.0,13.0,15.0,-7.827865044182735,10.596464063075707,1.8439871662592133,0.34054274668494955,0.0021488292411068,0.0172497970224754,7.2736365585280645,0.6788808958957825,1.451253575854375
340,13.0,14.0,13.0,11.5,22.0,9.0,18.0,19.0,-5.228624757286958,9.604315294476837,2.511678174555036,0.791981275675282,0.0018911053620156,0.0084123447561392,4.02658780463889,0.826045221788835,2.25992884636417
341,28.5,29.5,19.0,24.0,32.0,21.5,22.0,28.0,-6.752153292229629,8.904655846933986,3.141092145557881,2.0978050146459415,0.0050150453007471,0.002464868405282,4.5648024022473095,0.8644398455381895,3.7558040112026996
342,15.0,16.0,13.0,10.0,17.5,9.5,16.5,19.0,-4.46987217916603,6.797932182085367,1.2714751801842785,2.3331333358754702,0.00956176638137905,0.0019766858798582502,7.5020533208786055,0.867451211733674,0.7940229850323766
343,22.5,24.5,22.5,22.5,22.5,15.5,21.0,29.5,-8.751473627018223,7.86843534728365,1.7419065979744417,0.5695021268431799,0.00723479147356305,0.00388299979183045,7.0639727091948155,0.864954940121089,0.9873597384713515
344,14.0,14.5,20.5,20.0,24.0,12.0,18.0,26.5,-5.68951643125358,1.610682133006095,0.6106323865637999,0.005314337643338107,0.3318059075681727,0.01540390165502235,2.663641648269765,0.9330599397502051,3.476122751163432
345,22.5,23.0,21.0,14.5,36.0,14.0,21.5,25.0,-3.201923211068622,8.108184327596316,2.444393675188253,4.811549320478331,0.01851855758192555,0.00214780815482385,5.78261010791813,0.8585295921254755,1.3238865086813751
346,21.5,21.0,15.0,12.5,35.5,15.0,16.0,17.0,-6.758348373043864,7.909477643361765,2.314415960168142,4.454370792950764,0.0105610083232263,0.0010661269332731499,5.572518040536725,0.8790180650902499,2.17300550600846
347,23.0,22.5,16.0,14.0,29.0,15.5,23.0,22.5,-2.219874620393006,9.351088104009314,2.7936862169986965,-0.2413845742603522,0.0012466795903939,0.00256645087834105,4.626684601386605,0.810605533884465,4.13835085606568
348,15.0,15.5,17.0,11.0,15.5,8.0,19.0,25.0,-4.456548539669297,11.863843988203268,0.6875717195003843,0.2723120235934662,0.0089079325686,0.014088731340160301,8.83765016522797,0.7398390117523714,1.8344673663680102
349,20.0,24.5,14.5,14.5,42.0,12.0,17.5,21.5,-3.9887503469641805,8.221806977673126,2.7000396250842202,0.18161280163393956,0.00260965185363785,0.003531543155615,5.102420732430235,0.8127390873581071,1.45123719380656
350,12.5,18.0,14.5,10.0,22.5,9.5,14.5,14.5,-1.3921913702857978,7.006258760304195,1.5558430775765952,1.5385383567877127,0.013334218444690949,0.00095814120063995,6.40764247687936,0.84226945780978,0.9060291243328745
351,35.0,22.5,29.5,30.0,34.0,21.5,24.0,32.0,-3.3582485118237333,5.591734176566052,2.6183662532638694,2.5054656864307314,0.0056134464574157,0.0007574558959832999,3.970261628622735,0.9152062394329015,1.572576369546485
352,13.5,14.0,11.0,10.0,32.0,8.5,13.0,15.5,-4.30842465305103,9.53158001354916,2.442906545105034,1.3338569572203993,0.00949161156681165,0.00290016959024645,6.826811328025386,0.848478711198994,1.2648121550665499
353,16.0,16.0,14.0,12.5,28.0,11.0,14.0,25.0,-4.313393734133488,9.261377126484666,2.3199108744734147,3.133414109210602,0.043132335763644905,0.0388351113065211,6.36064775167937,0.776609133509069,5.010116409714325
354,18.5,14.5,13.5,20.0,17.0,13.5,21.5,32.0,-4.938035139442151,2.7553709934455597,0.9336920927165497,2.4267235967895777,0.0710232540819219,0.0080164799145341,4.89019042808121,0.8810630150536005,0.486668534592246
355,18.0,14.5,13.5,14.0,26.5,11.0,16.5,19.0,-7.060536879768903,8.256784459939563,1.6028780721743419,3.0252757716085785,0.03660876681529005,0.009650173759413249,9.4671657876971,0.815418902864641,0.701071759068071
356,23.0,16.0,14.0,13.5,26.0,9.5,18.5,21.0,-3.2089192564641165,4.309530460853312,2.318037900714206,1.7385064966305166,0.01605483448052825,0.00056092788483625,3.92920859185901,0.8784072410057915,1.1166972080374244
357,12.5,14.0,16.5,15.5,15.5,9.5,13.5,24.0,-2.595956516740009,5.613021723118765,1.5753581999917592,1.8165729506863686,0.02178549730872885,0.0007744567460770001,5.284600504849595,0.766820144272356,0.596753378240816
358,21.5,22.5,21.0,17.5,34.0,14.0,19.0,25.5,-4.149833105508179,5.811949300497441,1.7755449108233639,3.0129097275703027,0.0150043789039449,0.00066535023668195,5.53235730192697,0.860384941111612,0.8410322729050925
359,32.0,35.0,23.5,19.0,35.0,16.5,24.0,24.5,-1.3921913702857978,5.815577934996245,2.5279347819816103,1.8595747840275179,0.0175821987400219,0.0031158458338564,4.468742159170494,0.8711420693533429,0.9651966011195184
360,29.5,21.5,19.0,18.0,21.0,15.0,17.0,26.0,-6.2988762487500995,6.330204284956276,2.5527928470563825,2.033488137372744,0.00272228408223455,0.00102981461511295,4.1633375510331,0.8290578955427406,1.33082150843184
361,25.0,19.0,15.0,10.5,33.0,13.0,19.0,20.0,-4.938035139442151,2.448990474003524,0.8348124115200422,1.1651830258713058,0.0834535955305074,0.0060950649035079,4.3973225312965205,0.8797762360164101,0.40607939077282196
362,18.0,22.5,20.5,15.5,35.0,12.0,17.5,27.5,-5.843183933651553,4.8194689878069,2.173579413843881,3.0254283696422513,0.020980406945296896,0.0009725543742507,4.1289339395754805,0.9036881983001135,1.123521878054512
363,13.5,14.5,20.0,13.0,21.0,10.0,16.5,24.0,-5.68951643125358,10.454032094913437,1.3111800727335616,0.06688232679633366,0.0020339914600716,0.00746616060567075,11.80356541933485,0.8639825664501065,1.113593542750305
364,14.5,16.5,12.5,15.0,21.5,12.5,18.5,23.0,-5.391125496557105,6.951299868958419,2.0260614090069615,6.3768370303933954,0.0328749046896717,0.00428875512229965,5.138252198013455,0.8392603497537955,1.217309468878875
365,20.5,19.5,19.0,23.0,33.0,15.5,21.5,29.0,-5.9930831841988805,6.190160116544178,2.3187660945814903,4.348566629456288,0.0204876201369869,0.005614466486927199,5.487273804420806,0.8680457853677754,0.972308546137993
366,12.0,14.0,13.5,11.0,29.5,9.0,13.5,23.0,-8.751473627018223,6.978494076389407,1.607518022432382,4.384787484548401,0.015319469480707,0.00278967184913745,5.498042144210135,0.8790636877766884,1.4454926830610466
367,29.5,25.0,13.0,24.0,14.5,14.5,18.5,22.5,-2.4789881140731067,9.038672118692707,3.2701801746144907,-1.5004763578663782,0.0035747602857674,0.0090263548665305,4.939933936521145,0.948028772438532,5.36582222369716
368,22.0,15.0,13.0,19.5,15.0,13.0,17.0,25.0,-3.512137479718735,2.6190989820520136,0.8870657843440954,1.4281792903950763,0.02324623056476535,0.0035410428179337003,4.368707013049709,0.914465745347024,0.358230481116658
369,42.0,29.0,16.5,19.5,39.5,18.5,21.0,27.0,-3.6810272893152156,5.321295711449248,1.9702132146298383,1.9771349165290482,0.0089838956992482,0.0005960261684096,5.20041840989736,0.917355857265845,1.0669855737260674
370,12.5,16.0,17.5,13.0,22.5,11.0,17.5,20.0,-5.9930831841988805,9.443466130690442,1.6966635290117704,3.8495423275767653,0.0227487434406383,0.0013592596109363,7.06909421512381,0.8251270576054306,1.2347004778997102
371,21.0,24.5,25.5,17.5,45.5,13.0,23.5,27.5,-2.4487819595167633,5.6003495092617825,2.375464909404173,1.70685547860502,0.0046298157967825,0.00074236328826905,3.79287673062505,0.8535947667739885,1.75531182782312
372,27.5,22.0,20.0,22.0,29.0,12.0,20.5,28.5,-4.146797077968587,4.691331656875051,1.8735256968467595,0.9099449655596108,0.00435903162760545,0.0003698655435192,3.786728012926835,0.9445910520633105,1.43139497501939
373,21.0,16.5,19.5,20.5,22.5,14.0,20.0,21.0,-4.456273481283333,7.515091384581742,2.844671124609492,1.2114694587783612,0.0025283608208539,0.00182525837434585,4.720902017555345,0.915802642715033,1.639121682649985
374,35.0,44.0,16.0,30.5,16.0,22.0,26.0,34.5,-1.9948739261484039,3.1914358879427196,0.9251285039759203,0.38918050383917424,0.0055615713584904,0.00132019704601735,5.664212033577256,0.929469962770882,0.3977221185648575
375,13.5,15.5,18.0,11.0,29.0,9.5,21.5,21.0,-2.875293377163432,4.711169653841586,1.7496349630392487,-0.33275595074026665,0.00311039670032235,0.00166118405942155,4.2512096866412,0.9446570758113135,0.8372449619793569
376,27.5,24.0,18.0,24.0,35.0,19.0,15.5,22.0,-8.366263169697607,7.7954048576927715,2.911533659741057,5.389535428031433,0.0187061351178985,0.00459803387912645,4.762901562958826,0.888551277789071,3.243946160917505
377,21.5,15.5,11.5,11.5,18.0,11.5,18.5,23.0,-2.904217445696199,6.804840172509356,1.497562832087506,1.8780189155124254,0.00784057942155095,0.00073789175223185,7.34788643337173,0.9305462832865534,0.9720800983952249
378,15.5,15.0,18.5,32.0,30.0,21.5,17.0,25.0,-4.615140087212151,7.80587341666356,1.820424805638662,2.1429938595537683,0.011750817225679,0.0008890680349926,7.423361826832,0.8595081384585841,0.9825600238975074
379,19.5,16.5,14.0,21.5,16.5,16.5,18.0,18.0,-5.081186286292954,5.807516653333025,1.2812694413732906,3.8657678774439557,0.0054732231332156,0.0002318277818391,4.49049336273487,0.970630543325052,0.631466059386738
380,22.5,17.5,13.0,18.5,38.0,14.0,17.5,29.0,-5.235367693540965,4.4716353961426645,1.2673061276301385,2.1707514384803086,0.01677718765163805,0.00034674097071429996,5.067440672273765,0.8498434792607434,0.6416290316966056
381,30.0,28.0,21.5,18.5,32.0,16.0,18.0,21.5,-7.060536879768903,3.7339858934558112,1.0293156905652356,0.9825198045440175,0.00970193721036415,0.0005457505861935,5.393206592757485,0.887161220661679,0.46688188550166
382,31.5,21.0,14.5,24.5,32.0,15.0,18.5,25.0,-4.938035139442151,4.315450776693802,2.1164385157290173,1.9487829874825502,0.0408470376270947,0.0004438225976957,4.07033926889271,0.8269132299225855,0.771236418752981
383,12.5,14.5,17.0,10.0,34.5,9.5,14.0,21.0,-4.46463834870374,7.019348742174772,1.6292003483842405,0.8439331301812136,0.00599924132412785,0.00100945568432655,6.437176260844264,0.8771922542019426,0.928111539949772
384,30.0,42.5,24.0,23.0,37.5,17.5,28.5,24.5,-1.3921913702857978,7.178256007733321,3.0978010928570905,1.8951271725780314,0.0053966555832462,0.0019632473471023,4.438721126109135,0.879118804498003,1.6136194855350898
385,19.0,24.0,15.5,17.0,20.5,14.0,19.5,22.0,-3.670785706360255,4.782546520131236,2.4233641488254802,1.1390708394362716,0.0173308246712552,0.0006618346984032501,3.6901142707183547,0.8858702785320355,1.109731893057148
386,32.5,31.0,15.5,16.5,17.5,12.5,23.5,26.0,-5.3938405352526,6.114484413564826,1.7832253535055513,1.1899583306310983,0.01585970956199035,0.00055001733885685,5.391328678085214,0.8676223684155004,1.179316733002318
