id,cb,sess,nblock,batch,quit_midway,block1_duration,block2_duration,block1_screenEnterTime,block2_screenEnterTime,block1_screenExitTime,block2_screenExitTime
s1001,C,2,2,1,False,595,596,1.0,0.0,,
s1003,B,2,2,1,False,594,596,0.0,0.0,,
s1004,A,2,2,1,False,598,595,0.0,1.0,,
s1006,D,2,2,1,False,598,584,0.0,0.0,,
s1007,C,2,2,1,False,596,593,0.0,1.0,,
s1008,A,2,2,1,False,598,595,0.0,0.0,,
s1009,D,2,2,1,False,599,599,0.0,0.0,,
s1010,C,2,2,1,False,599,591,0.0,0.0,,
s1011,A,2,2,1,False,596,599,0.0,0.0,,
s1012,A,2,2,1,False,598,599,0.0,0.0,,
s1013,B,2,2,1,False,598,595,0.0,0.0,,
s1014,C,2,2,1,False,598,595,0.0,0.0,,
s1015,D,2,2,1,False,597,596,0.0,0.0,,
s1016,D,2,2,1,False,594,599,0.0,0.0,,
s1017,D,2,2,1,False,596,593,0.0,1.0,,
s1018,D,2,2,1,False,598,596,1.0,0.0,,
s1019,D,2,2,1,False,581,597,0.0,1.0,,
s1020,A,2,2,1,False,596,596,0.0,0.0,,
s1021,B,2,2,1,False,599,597,0.0,0.0,,
s1022,B,2,2,1,False,596,598,0.0,0.0,,
s1023,B,2,2,1,False,593,593,1.0,1.0,,
s1024,C,2,2,1,False,597,595,1.0,1.0,,
s1025,C,2,2,1,False,598,595,0.0,1.0,,
s1026,D,2,2,1,False,597,595,1.0,1.0,,
s1027,C,2,2,1,False,597,595,0.0,1.0,,
s1028,C,2,2,1,False,585,592,1.0,0.0,,
s1029,A,2,2,1,False,594,598,0.0,0.0,,
s1030,D,2,2,1,False,598,595,0.0,0.0,,
s1031,A,2,2,1,False,598,596,1.0,0.0,,
s1032,A,2,2,1,False,596,599,0.0,0.0,,
s1033,B,2,2,1,False,594,596,0.0,0.0,,
s1034,A,2,2,1,False,597,599,1.0,0.0,,
s1035,B,2,2,1,False,599,594,1.0,1.0,,
s1036,B,2,2,1,False,596,595,0.0,0.0,,
s1037,C,2,2,1,False,598,598,0.0,0.0,,
s1038,B,2,2,1,False,599,593,0.0,0.0,,
s1039,D,2,2,1,False,599,596,0.0,0.0,,
s1040,C,2,2,1,False,599,592,0.0,0.0,,
s1041,B,2,2,1,False,596,592,0.0,0.0,,
s1042,C,2,2,2,False,594,596,0.0,0.0,,
s1043,C,2,2,2,False,574,598,0.0,0.0,,
s1044,C,2,2,2,False,593,594,0.0,0.0,,
s1046,C,2,2,2,False,590,595,0.0,1.0,,
s1047,C,2,2,2,False,597,592,0.0,1.0,,
s1048,C,2,2,2,False,599,592,1.0,0.0,,
s1049,C,2,2,2,False,596,595,1.0,0.0,,
s1050,C,2,2,2,False,598,598,0.0,0.0,,
s1051,D,2,2,2,False,598,591,0.0,0.0,,
s1053,C,2,2,2,False,597,599,1.0,0.0,,
s1054,D,2,2,2,False,599,599,0.0,1.0,,
s1055,B,2,2,2,False,599,594,1.0,1.0,,
s1056,B,2,2,2,False,598,595,1.0,0.0,,
s1057,B,2,2,2,False,599,597,0.0,0.0,,
s1058,C,2,2,2,False,598,596,0.0,0.0,,
s1059,B,2,2,2,False,596,589,1.0,0.0,,
s1060,D,2,2,2,False,599,596,1.0,0.0,,
s1061,D,2,2,2,False,597,595,0.0,1.0,,
s1062,D,2,2,2,False,597,594,1.0,0.0,,
s1063,B,2,2,2,False,598,599,0.0,0.0,,
s1064,A,2,2,2,False,599,595,0.0,0.0,,
s1065,B,2,2,2,False,599,598,,0.0,,947.0
s1066,D,2,2,2,False,599,597,0.0,0.0,,
s1067,B,2,2,2,False,599,599,0.0,0.0,,
s1068,D,2,2,2,False,597,598,0.0,1.0,,
s1069,B,2,2,2,False,597,595,0.0,0.0,,
s1072,D,2,2,2,False,598,596,0.0,1.0,,
s1073,D,2,2,2,False,595,599,1.0,1.0,,
s1074,A,2,2,2,False,599,597,0.0,0.0,,
s1075,C,2,2,2,False,599,596,0.0,0.0,,
s1076,A,2,2,2,False,599,589,1.0,0.0,,
s1077,B,2,2,2,False,599,599,0.0,0.0,,
s1078,A,2,2,2,False,597,595,0.0,,55.0,
s1079,A,2,2,2,False,598,590,0.0,1.0,,
s1080,B,2,2,2,False,596,593,0.0,0.0,,
s1081,C,2,2,2,False,599,593,1.0,1.0,,
s1082,D,2,2,2,False,596,598,0.0,0.0,,
s1087,D,2,2,2,False,599,595,0.0,0.0,,
s1088,C,2,2,2,False,599,598,1.0,1.0,,
s1089,A,2,2,2,False,598,592,0.0,0.0,,
s1090,D,2,2,2,False,598,590,0.0,1.0,,
s1091,D,2,2,2,False,598,598,0.0,1.0,,
s1092,C,2,2,2,False,587,587,0.0,0.0,,
s1094,D,2,2,2,False,598,597,1.0,0.0,,
s1095,B,2,2,2,False,599,594,0.0,0.0,,
s1097,B,2,2,2,False,592,599,1.0,0.0,,
s1099,C,2,2,2,False,599,598,0.0,1.0,,
s1101,C,2,2,2,False,597,597,0.0,0.0,,
s1102,B,2,2,2,False,598,596,0.0,0.0,,
s1103,B,2,2,2,False,596,596,0.0,0.0,,
s1105,B,2,2,2,False,591,591,0.0,1.0,,
s1106,A,2,2,2,False,598,595,1.0,1.0,,
s1107,B,2,2,2,False,599,590,0.0,0.0,,
s1108,C,2,2,2,False,599,597,0.0,0.0,,
s1109,C,2,2,2,False,597,599,0.0,0.0,,
s1110,C,2,2,2,False,598,598,0.0,0.0,,
s1111,A,2,2,2,False,596,597,0.0,0.0,,
s1112,A,2,2,2,False,598,597,0.0,1.0,,
s1114,D,2,2,2,False,598,591,0.0,0.0,,
s1115,B,2,2,2,False,599,597,0.0,0.0,,
s1116,C,2,2,2,False,596,599,1.0,1.0,,
s1118,D,2,2,2,False,599,597,0.0,1.0,,
s1119,A,2,2,2,False,594,598,1.0,0.0,,
s1120,A,2,2,2,False,590,599,0.0,0.0,,
s1121,D,2,2,2,False,598,597,,1.0,,
s1122,B,2,2,2,False,596,597,0.0,0.0,,
s1123,D,2,2,2,False,594,593,0.0,1.0,,
s1124,C,2,2,2,False,598,596,0.0,0.0,,
s1125,B,2,2,2,False,596,597,0.0,0.0,,
s1127,A,2,2,2,False,596,595,0.0,0.0,,
s1128,B,2,2,2,False,597,595,0.0,0.0,,
s1129,D,2,2,2,False,594,595,0.0,1.0,,
s1130,D,2,2,2,False,598,599,1.0,1.0,,
s1131,D,2,2,2,False,599,597,0.0,0.0,,
s1133,C,2,2,2,False,591,593,3.0,0.0,,
s1134,D,2,2,2,False,598,587,0.0,0.0,,
s1135,C,2,2,2,False,596,596,0.0,0.0,,
s1136,A,2,2,2,False,595,594,1.0,0.0,,
s1137,B,2,2,2,False,599,596,1.0,0.0,,
s1138,B,2,2,2,False,598,593,1.0,0.0,,
s1139,B,2,2,2,False,599,594,0.0,0.0,,
s1140,A,2,2,2,False,594,595,0.0,0.0,,
s1141,A,2,2,2,False,596,591,1.0,0.0,,
s1142,B,2,2,2,False,591,595,1.0,0.0,,
s1143,C,2,2,2,False,598,598,0.0,0.0,,
s1146,A,2,2,2,False,599,596,0.0,0.0,,
s1147,C,2,2,2,False,599,572,0.0,0.0,510.0,1368.0
s1148,A,2,2,2,False,599,595,0.0,1.0,,
s1149,A,2,2,2,False,598,599,0.0,0.0,,
s1150,A,2,2,2,False,597,596,1.0,0.0,,
s1151,D,2,2,2,False,598,599,1.0,1.0,,
s1153,B,2,2,2,False,594,599,1.0,0.0,,
s1154,B,2,2,2,False,597,597,0.0,0.0,,
s1155,B,2,2,2,False,599,598,0.0,0.0,,
s1156,B,2,2,2,False,593,599,0.0,0.0,,
s1157,A,2,2,2,False,599,599,0.0,1.0,,
s1159,C,2,2,2,False,597,598,0.0,0.0,,
s1160,B,2,2,2,False,599,596,1.0,1.0,,
s1161,D,2,2,2,False,590,599,0.0,0.0,,
s1162,C,2,2,2,False,597,598,4.0,2.0,392.0,1093.0
s1163,A,2,2,2,False,597,598,0.0,0.0,,
s1164,A,2,2,2,False,597,599,1.0,0.0,,
s1167,C,2,2,2,False,593,593,1.0,0.0,,
s1168,A,2,2,2,False,598,596,1.0,1.0,,
s1169,C,2,2,2,False,596,598,0.0,0.0,,
s1170,B,2,2,2,False,599,599,0.0,0.0,,
s1171,D,2,2,2,False,599,596,0.0,1.0,,
s1172,A,2,2,2,False,595,597,0.0,0.0,,
s1173,C,2,2,2,False,598,596,0.0,0.0,,
s1175,D,2,2,2,False,596,597,0.0,0.0,,
s1176,B,2,2,2,False,573,589,1.0,1.0,,
s1178,A,2,2,2,False,597,596,1.0,1.0,,
s1179,D,2,2,2,False,594,599,0.0,0.0,,
s1180,B,2,2,2,False,597,598,1.0,0.0,,
s1181,D,2,2,2,False,596,591,0.0,1.0,,
s1182,D,2,2,2,False,599,593,0.0,2.0,,
s1183,A,2,2,2,False,596,595,0.0,1.0,,
s1184,A,2,2,2,False,592,591,0.0,1.0,,
s1185,C,2,2,2,False,595,590,2.0,0.0,,
s1187,C,2,2,2,False,599,599,0.0,0.0,,
s1188,B,2,2,2,False,597,594,0.0,1.0,,
s1189,D,2,2,2,False,599,593,0.0,0.0,,
s1191,B,2,2,2,False,599,591,0.0,0.0,,
s1192,C,2,2,2,False,595,596,1.0,0.0,,
s1194,D,2,2,2,False,596,596,5.0,1.0,,
s1195,A,2,2,2,False,592,597,0.0,0.0,,
s1196,B,2,2,2,False,586,596,0.0,0.0,,
s1197,C,2,2,2,False,597,588,0.0,0.0,,
s1198,C,2,2,2,False,598,593,0.0,0.0,,
s1199,A,2,2,2,False,598,595,1.0,0.0,,
s1201,A,2,2,2,False,597,598,0.0,0.0,,
s1203,D,2,2,2,False,597,591,1.0,0.0,,
s1204,A,2,2,2,False,597,593,0.0,0.0,,
s1205,B,2,2,2,False,599,593,0.0,0.0,,
s1206,C,2,2,2,False,596,595,0.0,1.0,,
s1207,B,2,2,2,False,596,595,0.0,0.0,,
s1208,D,2,2,2,False,596,597,0.0,0.0,,
s1209,A,2,2,2,False,599,599,0.0,0.0,,
s1210,D,2,2,2,False,597,598,0.0,1.0,,
s1211,A,2,2,2,False,598,598,0.0,0.0,,
s1212,D,2,2,2,False,597,594,1.0,0.0,,
s1213,A,2,2,2,False,597,597,2.0,2.0,,
s1215,A,2,2,2,False,598,596,0.0,0.0,,
s1216,C,2,2,2,False,598,593,1.0,1.0,,
s1217,A,2,2,2,False,599,590,0.0,0.0,,
s1218,B,2,2,2,False,597,597,0.0,0.0,,
s1219,B,2,2,2,False,590,596,0.0,0.0,,
s1220,D,2,2,2,False,595,598,1.0,0.0,,
s1221,B,2,2,2,False,596,595,0.0,1.0,,
s1222,B,2,2,2,False,588,596,0.0,0.0,,
s1223,C,2,2,2,False,599,598,0.0,0.0,,
s1224,A,2,2,2,False,594,597,1.0,0.0,,
s1225,C,2,2,2,False,582,594,1.0,4.0,,
s1227,C,2,2,2,False,597,599,0.0,1.0,,
s1228,B,2,2,2,False,597,599,0.0,0.0,,
s1229,B,2,2,2,False,597,599,1.0,1.0,,
s1230,D,2,2,2,False,594,593,0.0,0.0,,
s1231,D,2,2,2,False,599,591,0.0,0.0,,
s1232,D,2,2,2,False,596,596,0.0,0.0,,
s1233,B,2,2,2,False,597,592,0.0,0.0,,
s1234,B,2,2,2,False,596,597,0.0,0.0,,
s1235,D,2,2,2,False,597,597,0.0,0.0,,
s1236,D,2,2,2,False,599,596,1.0,0.0,,
s1237,A,2,2,2,False,597,599,0.0,0.0,,
s1238,B,2,2,2,False,596,596,0.0,0.0,,
s1241,D,2,2,2,False,592,595,1.0,1.0,,
s1242,B,2,2,2,False,596,590,1.0,0.0,,
s1243,C,2,2,2,False,599,596,0.0,0.0,,
s1244,C,2,2,2,False,598,595,0.0,0.0,,
s1245,A,2,2,2,False,599,596,0.0,0.0,,
s1246,D,2,2,2,False,598,591,1.0,0.0,,
s1247,A,2,2,2,False,598,588,1.0,0.0,,
s1249,D,2,2,2,False,598,596,0.0,0.0,,
s1251,D,2,2,2,False,585,599,0.0,1.0,,
s1252,B,2,2,2,False,594,591,0.0,1.0,,
s1253,C,2,2,2,False,599,596,0.0,0.0,,
s1254,A,2,2,2,False,598,598,,,,
s1255,A,2,2,2,False,598,599,0.0,0.0,,
s1256,A,2,2,2,False,594,592,1.0,0.0,,
s1257,D,2,2,2,False,599,593,1.0,0.0,,
s1258,C,2,2,2,False,596,598,0.0,0.0,,
s1259,C,2,2,2,False,597,599,0.0,0.0,,
s1260,B,2,2,2,False,598,598,0.0,0.0,,
s1261,B,2,2,2,False,596,595,0.0,0.0,,
s1262,A,2,2,2,False,587,597,0.0,1.0,,
s1263,D,2,2,2,False,576,595,0.0,0.0,,
s1264,A,2,2,2,False,599,597,0.0,0.0,,
s1265,C,2,2,2,False,595,599,1.0,0.0,,
s1266,B,2,2,2,False,599,597,0.0,0.0,,
s1268,A,2,2,2,False,597,597,0.0,1.0,,
s1269,A,2,2,2,False,597,593,0.0,0.0,,
s1270,D,2,2,2,False,596,596,0.0,0.0,,
s1271,B,2,2,2,False,592,597,0.0,0.0,,
s1272,C,2,2,2,False,598,597,0.0,0.0,,
s1275,B,2,2,2,False,597,591,1.0,1.0,,
s1276,D,2,2,2,False,595,598,0.0,0.0,,
s1277,A,2,2,2,False,598,590,0.0,0.0,,
s1278,A,2,2,2,False,594,593,0.0,0.0,,
s1280,A,2,2,2,False,599,589,0.0,0.0,,
s1281,D,2,2,2,False,599,599,0.0,0.0,,
s1282,C,2,2,2,False,599,597,0.0,0.0,,
s1283,A,2,2,2,False,598,597,0.0,0.0,,
s1284,C,2,2,2,False,591,595,0.0,0.0,,
s1285,A,2,2,2,False,594,599,1.0,0.0,,
s1286,C,2,2,2,False,598,599,0.0,0.0,,
s1287,D,2,2,2,False,599,592,0.0,0.0,,
s1288,B,2,2,2,False,599,597,0.0,0.0,,
s1290,C,2,2,2,False,599,597,0.0,1.0,,
s1291,A,2,2,2,False,599,596,0.0,0.0,,
s1293,A,2,2,2,False,594,595,1.0,1.0,,
s1295,A,2,2,2,False,597,591,0.0,1.0,,
s1296,D,2,2,2,False,598,595,0.0,0.0,,
s1297,B,2,2,2,False,597,595,0.0,0.0,,
s1298,C,2,2,2,False,597,593,1.0,0.0,,
s1299,D,2,2,2,False,599,599,0.0,0.0,,
s1300,C,2,2,2,False,599,599,0.0,0.0,,
s1301,A,2,2,2,False,599,596,0.0,0.0,,
s1302,B,2,2,2,False,597,592,0.0,0.0,,
s1304,C,2,2,2,False,597,591,0.0,0.0,,
s1305,D,2,2,2,False,593,599,1.0,1.0,,
